scientific.name,scientific.name.new,english.name,english.name.new,deutscher.name,DDA_Kuerzel,western_palearctic,middle_europe,baden_wuerttemberg,bavarian_forest,voslappergroden,neerie,neerie_live,ICE_Werk_live,Ziegenmelker_Zwergohreule_Wallis,eastern_palearctic,Südostasien,Autor,Brutverbreitung,birdnet.names,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
Myiopsitta monachus,NA,Monk Parakeet,NA,Mönchssittich,,0,0,0,0,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",SA: se,Myiopsitta monachus_Monk Parakeet,Monk Parakeet,monpar,species,12258,MOPA,NA,MYMO,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Cardellina pusilla,NA,Wilson's Warbler,NA,Mönchswaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Wilson, A, 1811)","NA: w, n",Cardellina pusilla_Wilson's Warbler,Wilson's Warbler,wlswar,species,33216,WIWA,NA,CAPU,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Psarocolius montezuma,NA,Montezuma Oropendola,NA,Montezumastirnvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lesson, R, 1830)",MA: s Mexiko bis Panama,Psarocolius montezuma_Montezuma Oropendola,Montezuma Oropendola,monoro1,species,32531,MORO,MOOR,PSMO,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Cyrtonyx montezumae,NA,Montezuma Quail,NA,Montezumawachtel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vigors, 1830)","NA, MA: sw USA, Mexiko",Cyrtonyx montezumae_Montezuma Quail,Montezuma Quail,monqua,species,1020,MONQ,"MBQU,MOQU",CYMO,Galliformes,odonto1,New World Quail,Odontophoridae,NA,NA,NA
Limnodromus griseus,NA,Short-billed Dowitcher,NA,Moorschlammläufer,,2,3,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",NA: n,Limnodromus griseus_Short-billed Dowitcher,Short-billed Dowitcher,shbdow,species,5962,SBDO,NA,LIGR,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Lagopus lagopus,NA,Willow Ptarmigan,NA,Moorschneehuhn,,1,NA,NA,NA,NA,NA,,,NA,1,NA,"(Linnaeus, 1758)","NA, PAL: n",Lagopus lagopus_Willow Ptarmigan,Willow Ptarmigan,wilpta,species,1255,WIPT,"WIGR,RGGR",LALA,Galliformes,phasia1,"Pheasants, Grouse, and Allies",Phasianidae,NA,NA,NA
Pnoepyga pusilla,NA,Pygmy Cupwing,NA,Mooszwergpfeifer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hodgson, 1845",OR: weit verbreitet,Pnoepyga pusilla_Pygmy Cupwing,Pygmy Cupwing,pywbab1,species,23141,NA,"PYCU,PC",PNPU,Passeriformes,pnoepy1,Cupwings,Pnoepygidae,NA,NA,NA
Zonotrichia capensis,NA,Rufous-collared Sparrow,NA,Morgenammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Müller, PLS, 1776)","MA, SA: s Mexiko bis s Argentinien, auch Hispaniola",Zonotrichia capensis_Rufous-collared Sparrow,Rufous-collared Sparrow,rucspa1,species,32070,RCOS,RCSP,ZOCA,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Charadrius morinellus,NA,Eurasian Dotterel,NA,Mornellregenpfeifer,Mrp,1,1,2,2,2,2,,,2,1,NA,"Linnaeus, 1758","PAL: n Europa bis ne Sibirien, nw Alaska",Charadrius morinellus_Eurasian Dotterel,Eurasian Dotterel,eurdot,species,5799,EUDO,NA,CHMO,Charadriiformes,charad1,Plovers and Lapwings,Charadriidae,NA,NA,NA
Crithagra mozambica,NA,Yellow-fronted Canary,NA,Mosambikgirlitz,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Müller, PLS, 1776)","AF: w, z, e, s",Crithagra mozambica_Yellow-fronted Canary,Yellow-fronted Canary,yefcan,species,31307,YFCA,NA,CRMO,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Glossopsitta concinna,NA,Musk Lorikeet,NA,Moschuslori,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Shaw, 1791)",AU: se Australien,Glossopsitta concinna_Musk Lorikeet,Musk Lorikeet,muslor1,species,12090,NA,MULO,GLCO,Psittaciformes,psitta4,Old World Parrots,Psittaculidae,NA,NA,NA
Ortalis motmot,NA,Variable Chachalaca,NA,Motmotguan,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)",NA,Ortalis motmot_Variable Chachalaca,Variable Chachalaca,varcha1,species,794,NA,"VACH,LICH",ORMO,Galliformes,cracid2,"Guans, Chachalacas, and Curassows",Cracidae,NA,NA,NA
Amazona farinosa,NA,Mealy Parrot,NA,Mülleramazone,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)",NA,Amazona farinosa_Mealy Parrot,Mealy Parrot,meapar,species,12396,MEAP,"SMAM,MEPA,NMAM",AMFA,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Lonchura punctulata,NA,Scaly-breasted Munia,NA,Muskatbronzemännchen,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","OR: weit verbreitet, auch Sulawesi und Kleine",Lonchura punctulata_Scaly-breasted Munia,Scaly-breasted Munia,nutman,species,30045,SBMU,SBM,LOPU,Passeriformes,estril1,Waxbills and Allies,Estrildidae,NA,NA,NA
Luscinia megarhynchos,NA,Common Nightingale,NA,Nachtigall,N,1,1,1,1,1,1,,,1,NA,NA,"Brehm, CL, 1831","PAL: z, w",Luscinia megarhynchos_Common Nightingale,Common Nightingale,comnig1,species,28410,NA,CONI,LUME,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Microcerculus philomela,NA,Nightingale Wren,NA,Nachtigallzaunkönig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Salvin, 1861)",NA,Microcerculus philomela_Nightingale Wren,Nightingale Wren,nigwre1,species,26248,NIWR,"NONW,NNWR",MIPH,Passeriformes,troglo1,Wrens,Troglodytidae,NA,NA,NA
Nycticorax nycticorax,NA,Black-crowned Night-Heron,NA,Nachtreiher,Nr,1,1,1,1,1,1,1,1,2,1,NA,"(Linnaeus, 1758)",NA,Nycticorax nycticorax_Black-crowned Night-Heron,Black-crowned Night-Heron,bcnher,species,7305,BCNH,ʻB,NYNY,Pelecaniformes,ardeid1,"Herons, Egrets, and Bitterns",Ardeidae,NA,NA,NA
Caprimulgus europaeus,NA,Eurasian Nightjar,NA,Nachtschwalbe,Zm,1,1,1,1,1,2,,1,NA,1,NA,"Linnaeus, 1758",NA,Caprimulgus europaeus_Eurasian Nightjar,Eurasian Nightjar,eurnig1,species,3589,NA,"EN,EUNI",CAEU,Caprimulgiformes,caprim2,Nightjars and Allies,Caprimulgidae,NA,NA,NA
Turdus nudigenis,NA,Spectacled Thrush,NA,Nacktaugendrossel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lafresnaye, 1848","NA, SA: Kleine Antillen, n Amazonien",Turdus nudigenis_Spectacled Thrush,Spectacled Thrush,baerob1,species,27573,SPTH,NA,TUNU,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Cacatua sanguinea,NA,Little Corella,NA,Nacktaugenkakadu,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Gould, 1843",AU: Australien,Cacatua sanguinea_Little Corella,Little Corella,litcor2,species,11645,NA,LICO,CASA,Psittaciformes,cacatu2,Cockatoos,Cacatuidae,NA,NA,NA
Crax fasciolata,NA,Bare-faced Curassow,NA,Nacktgesichthokko,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"von Spix, 1825",SA: z,Crax fasciolata_Bare-faced Curassow,Bare-faced Curassow,bafcur1,species,877,NA,BFCU,CRFA,Galliformes,cracid2,"Guans, Chachalacas, and Curassows",Cracidae,NA,NA,NA
Procnias nudicollis,NA,Bare-throated Bellbird,NA,Nacktgesichtkotinga,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)","SA: e Brasilien bis e Paraguay, s Brasilien und ne",Procnias nudicollis_Bare-throated Bellbird,Bare-throated Bellbird,batbel1,species,15295,NA,BTBE,PRNU,Passeriformes,coting1,Cotingas,Cotingidae,NA,NA,NA
Gymnocichla nudiceps,NA,Bare-crowned Antbird,NA,Nacktstirn-Ameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Cassin, 1850)","MA, SA :s Belize bis n Kolumbien",Gymnocichla nudiceps_Bare-crowned Antbird,Bare-crowned Antbird,bacant1,species,13374,BACA,BCAN,GYNU,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Aratinga nenday,NA,Nanday Parakeet,NA,Nandaysittich,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1823)",SA: sw Brasilien und Bolivien bis Paraguay und n,Aratinga nenday_Nanday Parakeet,Nanday Parakeet,bkhpar,species,12555,NAPA,NA,ARNE,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Sciaphylax castanea,NA,Zimmer's Antbird,NA,Napoameisenvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Zimmer, JT, 1932)",NA,Sciaphylax castanea_Zimmer's Antbird,Zimmer's Antbird,zimant1,species,13431,NA,"ZIAN,NCTA",SCCA,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Apaloderma narina,NA,Narina Trogon,NA,Narinatrogon,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Stephens, 1815)",AF: weit verbreitet,Apaloderma narina_Narina Trogon,Narina Trogon,nartro1,species,9107,NA,NATR,APNA,Trogoniformes,trogon1,Trogons,Trogonidae,NA,NA,NA
Scytalopus vicinior,NA,Nariño Tapaculo,NA,Nariñotapaculo,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Zimmer, JT, 1939",NA,Scytalopus vicinior_Nariño Tapaculo,Nariño Tapaculo,nartap2,species,13824,NA,NATA,SCVI,Passeriformes,rhinoc1,Tapaculos,Rhinocryptidae,NA,NA,NA
Ficedula narcissina,NA,Narcissus Flycatcher,NA,Narzissenschnäpper,,NA,NA,NA,NA,NA,NA,,,NA,1,NA,"(Temminck, 1836)",PAL: e,Ficedula narcissina_Narcissus Flycatcher,Narcissus Flycatcher,narfly2,species,28510,NAFL,NA,FINA,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Indicator minor,NA,Lesser Honeyguide,NA,Nasenstreif-Honiganzeiger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Stephens, 1815",AF: weit verbreitet,Indicator minor_Lesser Honeyguide,Lesser Honeyguide,leshon1,species,10499,NA,"LH,LEHO",INMI,Piciformes,indica1,Honeyguides,Indicatoridae,NA,NA,NA
Scythrops novaehollandiae,NA,Channel-billed Cuckoo,NA,Nashornkuckuck,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Latham, 1790",AU: weit verbreitet,Scythrops novaehollandiae_Channel-billed Cuckoo,Channel-billed Cuckoo,chbcuc2,species,3221,NA,CBCU,SCNO,Cuculiformes,cuculi1,Cuckoos,Cuculidae,NA,NA,NA
Cossypha natalensis,NA,Red-capped Robin-Chat,NA,Natalrötel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Smith, A, 1840","AF: z, e, s",Cossypha natalensis_Red-capped Robin-Chat,Red-capped Robin-Chat,rcrcha1,species,28251,NA,RCRC,CONA,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Corvus cornix,NA,Hooded Crow,NA,Nebelkrähe,Nk,1,1,NA,NA,2,NA,,,NA,1,NA,"Linnaeus, 1758","PAL: z, s",Corvus cornix_Hooded Crow,Hooded Crow,hoocro1,species,20784,HCRW,"CC,HOCR",COCO,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Henicorhina negreti,NA,Munchique Wood-Wren,NA,Negretzaunkönig,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Salaman et al., 2003",NA,Henicorhina negreti_Munchique Wood-Wren,Munchique Wood-Wren,munwow1,species,26713,NA,"MUWW,MWWR",HENE,Passeriformes,troglo1,Wrens,Troglodytidae,NA,NA,NA
Ammospiza nelsoni,Ammodramus nelsoni,Nelson's Sparrow,NA,Nelsonammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"NA: Kanada, n USA",Ammospiza nelsoni_Nelson's Sparrow,Nelson's Sparrow,nstspa,species,32143,NESP,NA,AMNE,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Corvus coronoides,NA,Australian Raven,NA,Neuhollandkrähe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Vigors & Horsfield, 1827",AU: Australien,Corvus coronoides_Australian Raven,Australian Raven,ausrav1,species,20814,NA,AURA,COCO,Passeriformes,corvid1,"Crows, Jays, and Magpies",Corvidae,NA,NA,NA
Lanius collurio,NA,Red-backed Shrike,NA,Neuntöter,Nt,1,1,1,1,1,2,,,1,1,NA,"Linnaeus, 1758","PAL: Europa bis w Sibirien, w Kasachstan, Türkei und",Lanius collurio_Red-backed Shrike,Red-backed Shrike,rebshr1,species,20237,RBSH,NA,LACO,Passeriformes,laniid1,Shrikes,Laniidae,NA,NA,NA
Alopochen aegyptiaca,NA,Egyptian Goose,NA,Nilgans,Nig,0,0,0,0,1,1,,,2,NA,NA,"(Linnaeus, 1766)",AF: s Mauretanien bis s Ägypten und Äthiopien s bis,Alopochen aegyptiaca_Egyptian Goose,Egyptian Goose,egygoo,species,373,EGGO,NA,ALAE,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Myiodynastes luteiventris,NA,Sulphur-bellied Flycatcher,NA,Nord-Fleckenmaskentyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sclater, PL, 1859","NA, MA: sw USA bis Costa Rica",Myiodynastes luteiventris_Sulphur-bellied Flycatcher,Sulphur-bellied Flycatcher,subfly,species,16769,SBFL,NA,MYLU,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Hypocnemoides melanopogon,NA,Black-chinned Antbird,NA,Nordamazonien-Ameisenschnäpper,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1857)","SA: z, n Amazonien",Hypocnemoides melanopogon_Black-chinned Antbird,Black-chinned Antbird,blcant3,species,13369,NA,BCAN,HYME,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Elaenia frantzii,NA,Mountain Elaenia,NA,Nordanden-Olivtyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lawrence, 1865","MA, SA: Guatemala bis Kolumbien und Venezuela",Elaenia frantzii_Mountain Elaenia,Mountain Elaenia,mouela1,species,16057,MOEL,NA,ELFR,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Phylloscopus maforensis,NA,Island Leaf Warbler,NA,Numforlaubsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Meyer, AB, 1874)",AU: Molukken bis Neuguinea und Salomonen,Phylloscopus maforensis_Island Leaf Warbler,Numfor Leaf Warbler,isllew9,species,24177,NA,"NLWA,NULW",PHMA,Passeriformes,phyllo4,Leaf Warblers,Phylloscopidae,NA,NA,NA
Dryobates nuttallii,NA,Nuttall's Woodpecker,NA,Nuttallspecht,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gambel, 1843)",NA: Kalifornien bis n Baja California (Mexiko),Dryobates nuttallii_Nuttall's Woodpecker,Nuttall's Woodpecker,nutwoo,species,10902,NUWO,NA,DRNU,Piciformes,picida1,Woodpeckers,Picidae,NA,NA,NA
Grallaria haplonota,NA,Plain-backed Antpitta,NA,Ockerbart-Ameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sclater, PL, 1877","SA: n Venezuela, w Kolumbien bis n Peru",Grallaria haplonota_Plain-backed Antpitta,Plain-backed Antpitta,plbant1,species,13611,NA,PBAN,GRHA,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Grallaria squamigera,NA,Undulated Antpitta,NA,Ockerbauch-Ameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Prévost & Des Murs, 1842",SA: w Venezuela bis z Bolivien,Grallaria squamigera_Undulated Antpitta,Undulated Antpitta,undant1,species,13577,NA,UNAN,GRSQ,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Mionectes oleagineus,NA,Ochre-bellied Flycatcher,NA,Ockerbauch-Pipratyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lichtenstein, MHK, 1823)","MA, SA: s Mexiko über Amazonien, e Brasilien",Mionectes oleagineus_Ochre-bellied Flycatcher,Ochre-bellied Flycatcher,ocbfly1,species,15560,OBFL,NA,MIOL,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Alophoixus ochraceus,NA,Ochraceous Bulbul,NA,Ockerbauchbülbül,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,"(Moore, F, 1854)",OR: Südostasien bis Sumatra und Borneo,Alophoixus ochraceus_Ochraceous Bulbul,Ochraceous Bulbul,ochbul2,species,23796,NA,OCBU,ALOC,Passeriformes,pycnon4,Bulbuls,Pycnonotidae,NA,NA,NA
Syndactyla rufosuperciliata,NA,Buff-browed Foliage-gleaner,NA,Ockerbrauen-Blattspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1832)","SA: s Ecuador bis nw Argentinien, se SA",Syndactyla rufosuperciliata_Buff-browed Foliage-gleaner,Buff-browed Foliage-gleaner,bbfgle1,species,14543,NA,BBFG,SYRU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Anabacerthia variegaticeps,NA,Scaly-throated Foliage-gleaner,NA,Ockerbrillen-Blattspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1857)","MA, SA: sw Mexiko bis Ecuador",Anabacerthia variegaticeps_Scaly-throated Foliage-gleaner,Scaly-throated Foliage-gleaner,stfgle1,species,14516,STFG,NA,ANVA,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Grallaricula flavirostris,NA,Ochre-breasted Antpitta,NA,Ockerbrust-Ameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1858)","MA, SA: Costa Rica bis z Bolivien",Grallaricula flavirostris_Ochre-breasted Antpitta,Ochre-breasted Antpitta,ocbant1,species,13718,OBAN,NA,GRFL,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Chlorothraupis stolzmanni,NA,Ochre-breasted Tanager,NA,Ockerbrustkardinal,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(von Berlepsch & Taczanowski,","SA: Kolumbien, Ecuador",Chlorothraupis stolzmanni_Ochre-breasted Tanager,Ochre-breasted Tanager,ocbtan1,species,33367,NA,OBTA,CHST,Passeriformes,cardin1,Cardinals and Allies,Cardinalidae,NA,NA,NA
Drymophila ochropyga,NA,Ochre-rumped Antbird,NA,Ockerbürzel-Ameisenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Hellmayr, 1906)","SA: e, se Brasilien",Drymophila ochropyga_Ochre-rumped Antbird,Ochre-rumped Antbird,ocrant1,species,13262,NA,ORAN,DROC,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Hylophylax naevius,NA,Spot-backed Antbird,NA,Ockerflecken-Ameisenwächter,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",SA: Amazonien,Hylophylax naevius_Spot-backed Antbird,Spot-backed Antbird,spbant6,species,13498,NA,SBAN,HYNA,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Poecilotriccus plumbeiceps,NA,Ochre-faced Tody-Flycatcher,NA,Ockergesicht-Todityrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1846)","SA: Peru bis n Argentinien, e, se",Poecilotriccus plumbeiceps_Ochre-faced Tody-Flycatcher,Ochre-faced Tody-Flycatcher,ocftof1,species,15735,NA,OFTF,POPL,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Grallaria bangsi,NA,Santa Marta Antpitta,NA,Ockerkehl-Ameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Allen, JA, 1900",SA: n Kolumbien,Grallaria bangsi_Santa Marta Antpitta,Santa Marta Antpitta,samant1,species,13627,NA,SMAN,GRBA,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Thripadectes rufobrunneus,NA,Streak-breasted Treehunter,NA,Ockerkehl-Baumspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lawrence, 1865)","MA: Costa Rica, w Panama",Thripadectes rufobrunneus_Streak-breasted Treehunter,Streak-breasted Treehunter,stbtre1,species,14618,SBTR,NA,THRU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Thripadectes virgaticeps,NA,Streak-capped Treehunter,NA,Ockerkinn-Baumspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lawrence, 1874",SA: n Venezuela bis n Ecuador,Thripadectes virgaticeps_Streak-capped Treehunter,Streak-capped Treehunter,stctre1,species,14611,NA,SCTR,THVI,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Phalaropus lobatus,NA,Red-necked Phalarope,NA,Odinshühnchen,,1,1,2,2,2,NA,,,NA,1,NA,"(Linnaeus, 1758)","NA, PAL: n Alaska, n Kanada, n Europa und n Asien",Phalaropus lobatus_Red-necked Phalarope,Red-necked Phalarope,renpha,species,6021,RNPH,NA,PHLO,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Eremophila alpestris,NA,Horned Lark,NA,Ohrenlerche,,1,1,2,2,1,NA,,,NA,1,NA,"(Linnaeus, 1758)","NA, MA, PAL: weit verbreitet",Eremophila alpestris_Horned Lark,Horned Lark,horlar,species,21754,HOLA,SHLA,ERAL,Passeriformes,alaudi1,Larks,Alaudidae,NA,NA,NA
Podiceps auritus,NA,Horned Grebe,NA,Ohrentaucher,Ot,1,1,2,2,2,NA,,,NA,1,NA,"(Linnaeus, 1758)","NA, PAL: weit verbreitet",Podiceps auritus_Horned Grebe,Horned Grebe,horgre,species,1796,HOGR,"SLGR,HG",POAU,Podicipediformes,podici1,Grebes,Podicipedidae,NA,NA,NA
Trachyphonus darnaudii,NA,D'Arnaud's Barbet,NA,Ohrfleck-Bartvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Prévost & Des Murs, 1847)",AF: e,Trachyphonus darnaudii_D'Arnaud's Barbet,D'Arnaud's Barbet,darbar1,species,10081,NA,DABA,TRDA,Piciformes,lybiid1,African Barbets,Lybiidae,NA,NA,NA
Myiornis auricularis,NA,Eared Pygmy-Tyrant,NA,Ohrfleck-Zwergtyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1818)",NA,Myiornis auricularis_Eared Pygmy-Tyrant,Eared Pygmy-Tyrant,eaptyr1,species,15640,NA,"EAPT,EPTY",MYAU,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Zenaida auriculata,NA,Eared Dove,NA,Ohrflecktaube,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Des Murs, 1847)",SA: weit verbreitet,Zenaida auriculata_Eared Dove,Eared Dove,eardov1,species,2357,EADO,NA,ZEAU,Columbiformes,columb2,Pigeons and Doves,Columbidae,NA,NA,NA
Stactolaema olivacea,NA,Green Barbet,NA,Olivbartvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Shelley, 1880)","AF: e, se",Stactolaema olivacea_Green Barbet,Green Barbet,grebar2,species,10113,NA,GRBA,STOL,Piciformes,lybiid1,African Barbets,Lybiidae,NA,NA,NA
Myrmothera simplex,NA,Tepui Antpitta,NA,Olivbauch-Ameisenpitta,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Salvin & Godman, 1884)",SA: Tepuis,Myrmothera simplex_Tepui Antpitta,Tepui Antpitta,tepant1,species,13712,NA,TEAN,MYSI,Passeriformes,gralla2,Antpittas,Grallariidae,NA,NA,NA
Schiffornis virescens,NA,Greenish Schiffornis,NA,Olivbekarde,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lafresnaye, 1838)","SA: se und s Brasilien, e Paraguay und ne Argentinien",Schiffornis virescens_Greenish Schiffornis,Greenish Schiffornis,gresch2,species,15348,NA,GRSC,SCVI,Passeriformes,tityri1,Tityras and Allies,Tityridae,NA,NA,NA
Sicalis olivascens,NA,Greenish Yellow-Finch,NA,Olivbrust-Gilbtangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(d'Orbigny & Lafresnaye, 1837)",NA,Sicalis olivascens_Greenish Yellow-Finch,Greenish Yellow-Finch,gryfin3,species,34317,NA,"GYFI,GRYF",SIOL,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Conopias trivirgatus,NA,Three-striped Flycatcher,NA,Olivbrust-Maskentyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(zu Wied-Neuwied, 1831)","SA: Amazonien, se SA",Conopias trivirgatus_Three-striped Flycatcher,Three-striped Flycatcher,thsfly2,species,16747,NA,TSFL,COTR,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Contopus cooperi,NA,Olive-sided Flycatcher,NA,Olivflanken-Schnäppertyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Nuttall, 1831)","NA: w Alaska bis sw USA, nw Mexiko, ez USA und se",Contopus cooperi_Olive-sided Flycatcher,Olive-sided Flycatcher,olsfly,species,16223,OSFL,NA,COCO,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Myiothlypis leucoblephara,NA,White-browed Warbler,NA,Olivflanken-Waldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)",NA,Myiothlypis leucoblephara_White-browed Warbler,White-browed Warbler,whbwar2,species,33172,NA,"WBWA,WRWA",MYLE,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Thraupis abbas,NA,Yellow-winged Tanager,NA,Olivflügeltangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Deppe, 1830)",MA: e Mexiko bis Nicaragua,Thraupis abbas_Yellow-winged Tanager,Yellow-winged Tanager,yewtan1,species,33812,YWTA,NA,THAB,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Phylloscartes ventralis,NA,Mottle-cheeked Tyrannulet,NA,Olivgelb-Laubtyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Temminck, 1824)","SA: se, Peru bis nw Argentinien",Phylloscartes ventralis_Mottle-cheeked Tyrannulet,Mottle-cheeked Tyrannulet,moctyr2,species,15603,NA,MCTY,PHVE,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
